announce_ts,effective_ts,symbol,direction,source_title
2026-02-24T02:30:22.682000+00:00,2026-02-27T00:00:00+00:00,USUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-02-27)
2026-02-24T02:30:22.682000+00:00,2026-02-27T00:00:00+00:00,VFYUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-02-27)
2026-02-03T06:00:15.339000+00:00,2026-02-03T00:00:00+00:00,ACTUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-02-03)
2026-02-03T06:00:15.339000+00:00,2026-02-03T00:00:00+00:00,ALPINEUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-02-03)
2026-02-03T06:00:15.339000+00:00,2026-02-03T00:00:00+00:00,GUAUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-02-03)
2026-02-03T06:00:15.339000+00:00,2026-02-03T00:00:00+00:00,IPUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-02-03)
2026-02-03T06:00:15.339000+00:00,2026-02-03T00:00:00+00:00,JELLYJELLYUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-02-03)
2026-02-03T06:00:15.339000+00:00,2026-02-03T00:00:00+00:00,LIGHTUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-02-03)
2026-02-03T06:00:15.339000+00:00,2026-02-03T00:00:00+00:00,MAVIAUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-02-03)
2026-02-03T06:00:15.339000+00:00,2026-02-03T00:00:00+00:00,PIPPINUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-02-03)
2026-02-03T06:00:15.339000+00:00,2026-02-03T00:00:00+00:00,TSLAUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-02-03)
2026-01-27T07:00:07.187000+00:00,2026-01-30T00:00:00+00:00,API3USDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-30)
2026-01-27T07:00:07.187000+00:00,2026-01-30T00:00:00+00:00,COOKIEUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-30)
2026-01-27T07:00:07.187000+00:00,2026-01-30T00:00:00+00:00,IPUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-30)
2026-01-27T07:00:07.187000+00:00,2026-01-30T00:00:00+00:00,RLCUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-30)
2026-01-27T07:00:07.187000+00:00,2026-01-30T00:00:00+00:00,SPACEUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-30)
2026-01-27T07:00:07.187000+00:00,2026-01-30T00:00:00+00:00,YBUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-30)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,ALCHUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,ALLOUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,ALTUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,ARCUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,ASTRUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,BARDUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,CKBUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,CLANKERUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,DEEPUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,DEXEUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,GLMUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,JOEUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,KITEUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,NXPCUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,OGUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,SAHARAUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,SKYAIUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,SOLVUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,STOUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,SUNUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,SXTUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,TAKEUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,UBUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,USELESSUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2026-01-12T09:00:04.280000+00:00,2026-01-12T00:00:00+00:00,ZEREBROUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-01-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,1000000BOBUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,ALPINEUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,ASRUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,AVAAIUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,BELUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,BLUAIUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,BMTUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,BROCCOLI714USDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,BRUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,COMMONUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,DEGOUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,DFUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,EDENUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,ENSOUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,GHSTUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,GTCUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,HMSTRUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,HOOKUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,NFPUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,NKNUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,PIPPINUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,PUFFERUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,RDNTUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,SWARMSUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,SYNUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,TACUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,TLMUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,TSTUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,TUTUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,VICUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-09T04:00:01.961000+00:00,2025-12-12T00:00:00+00:00,XNYUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2025-12-12)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,1000WHYUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,42USDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,AGTUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,AKEUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,BDXNUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,BIDUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,BROCCOLIF3BUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,BTRUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,BULLAUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,CHESSUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,COSUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,CUDISUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,DAMUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,DMCUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,EPTUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,EVAAUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,FHEUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,FIOUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,FISUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,HANAUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,KOMAUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,PAXGUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,PUMPBTCUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,REIUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,RVVUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,TANSSIUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,VOXELUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-12-02T05:00:01.596000+00:00,2025-12-05T00:00:00+00:00,YALAUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-12-05)
2025-11-25T02:01:01.260000+00:00,2025-11-28T00:00:00+00:00,AIOTUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-11-28)
2025-11-25T02:01:01.260000+00:00,2025-11-28T00:00:00+00:00,BASUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-11-28)
2025-11-25T02:01:01.260000+00:00,2025-11-28T00:00:00+00:00,CARVUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-11-28)
2025-11-25T02:01:01.260000+00:00,2025-11-28T00:00:00+00:00,CROSSUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-11-28)
2025-11-25T02:01:01.260000+00:00,2025-11-28T00:00:00+00:00,DRIFTUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-11-28)
2025-11-25T02:01:01.260000+00:00,2025-11-28T00:00:00+00:00,FARTCOINUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-11-28)
2025-11-25T02:01:01.260000+00:00,2025-11-28T00:00:00+00:00,FLOCKUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-11-28)
2025-11-25T02:01:01.260000+00:00,2025-11-28T00:00:00+00:00,LABUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-11-28)
2025-11-25T02:01:01.260000+00:00,2025-11-28T00:00:00+00:00,LYNUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-11-28)
2025-11-25T02:01:01.260000+00:00,2025-11-28T00:00:00+00:00,ORDERUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-11-28)
2025-11-25T02:01:01.260000+00:00,2025-11-28T00:00:00+00:00,POPCATUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-11-28)
2025-11-25T02:01:01.260000+00:00,2025-11-28T00:00:00+00:00,PROMPTUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-11-28)
2025-11-25T02:01:01.260000+00:00,2025-11-28T00:00:00+00:00,PTBUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-11-28)
2025-11-25T02:01:01.260000+00:00,2025-11-28T00:00:00+00:00,RECALLUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-11-28)
2025-11-25T02:01:01.260000+00:00,2025-11-28T00:00:00+00:00,RIVERUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-11-28)
2025-11-25T02:01:01.260000+00:00,2025-11-28T00:00:00+00:00,SAFEUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-11-28)
2025-11-25T02:01:01.260000+00:00,2025-11-28T00:00:00+00:00,STBLUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-11-28)
2025-11-25T02:01:01.260000+00:00,2025-11-28T00:00:00+00:00,TRUTHUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-11-28)
2025-11-25T02:01:01.260000+00:00,2025-11-28T00:00:00+00:00,VFYUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-11-28)
2025-11-25T02:01:01.260000+00:00,2025-11-28T00:00:00+00:00,VINEUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-11-28)
2025-11-25T02:01:01.260000+00:00,2025-11-28T00:00:00+00:00,VVVUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-11-28)
2025-11-25T02:01:01.260000+00:00,2025-11-28T00:00:00+00:00,XANUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-11-28)
2025-11-25T02:01:01.260000+00:00,2025-11-28T00:00:00+00:00,ZETAUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-11-28)
2025-11-25T02:01:01.260000+00:00,2025-11-28T00:00:00+00:00,ZKJUSDT,unknown,Updates on the Leverage & Margin Tiers of USDⓈ-M Perpetual Contract (2025-11-28)
2025-11-02T06:06:39.059000+00:00,,1000XUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts
2025-11-02T06:06:39.059000+00:00,,ANIMEUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts
2025-11-02T06:06:39.059000+00:00,,BANANAS31USDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts
2025-11-02T06:06:39.059000+00:00,,CHILLGUYUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts
2025-11-02T06:06:39.059000+00:00,,DOGSUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts
2025-11-02T06:06:39.059000+00:00,,MYROUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts
2025-11-02T06:06:39.059000+00:00,,PONKEUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts
2025-11-02T06:06:39.059000+00:00,,SAGAUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts
2025-11-02T06:06:39.059000+00:00,,SAHARAUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts
2025-11-02T06:06:39.059000+00:00,,SOLVUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts
